Eisean	Pron:Pers:3P:Sg:Masc:Emph	eisean
ag	Prep:Simp	ag
na	Art:Pl:Def	na
mic	Noun:Masc:Com:Pl	mac
léinn	Noun:Masc:Gen:Sg	léann
orthu	Pron:Prep:3P:Pl	ar
,	Punct:Int	,
tá	Verb:PresInd	bí
forbairtí	Noun:Fem:Com:Pl	forbairt
a	Part:Vb:Rel:Direct	a
bhaineann	Verb:VTI:PresInd:Len	bain
leis	Prep:Simp	le
an	Art:Sg:Def	an
nGaeltacht	Noun:Fem:Com:Sg:Ecl	gaeltacht
agus	Conj:Coord	agus
an	Art:Sg:Def	an
tIdirlíon	Noun:Masc:Com:Sg:DefArt	idirlíon
,	Punct:Int	,
forbairt	Noun:Fem:Com:Sg	forbairt
suímh	Noun:Masc:Gen:Sg	suíomh
idirlín	Noun:Masc:Gen:Sg	idirlíon
a	Part:Vb:Rel:Direct	a
bhaineann	Verb:VTI:PresInd:Len	bain
le	Prep:Simp	le
foilsitheoireacht	Noun:Fem:Com:Sg	foilsitheoireacht
agus	Conj:Coord	agus
Gaeilge	Prop:Noun:Fem:Com:Sg	Gaeilge
,	Punct:Int	,
pleananna	Noun:Masc:Com:Pl	plean
gnó	Noun:Masc:Gen:Sg	gnó
d'	Prep:Simp	do
ionaid	Noun:Masc:Com:Pl	ionad
oidhreachta	Noun:Fem:Gen:Sg	oidhreacht
,	Punct:Int	,
chultúrtha	Adj:Base:Len	cultúrtha
agus	Conj:Coord	agus
Ghaeilge	Prop:Noun:Fem:Com:Sg:Len	Gaeilge
.	Punct:Fin	.
Chuaigh	Verb:VTI:PastInd:Len	téigh
sé	Pron:Pers:3P:Sg:Masc:Sbj	sé
isteach	Adv:Dir	isteach
.	Punct:Fin	.
Cé	Conj:Subord	cé
go	Part:Vb:Cmpl	go
ndeachaigh	Verb:VTI:PastInd:Dep:Ecl	téigh
sé	Pron:Pers:3P:Sg:Masc:Sbj	sé
thar	Prep:Simp	thar
fóir	Noun:Fem:Com:Sg	fóir
leis	Prep:Simp	le
an	Art:Sg:Def	an
tuairim	Noun:Fem:Com:Sg	tuairim
sin	Det:Dem	sin
,	Punct:Int	,
is	Cop:Pres	is
cinnte	Adj:Base	cinnte
go	Part:Vb:Cmpl	go
raibh	Verb:PastInd:Dep:Ecl	bí
mórán	Noun:Masc:Com:Sg	mórán
scríbhneoirí	Noun:Masc:Gen:Strong:Pl	scríbhneoir
Béarla	Noun:Masc:Gen:Sg	béarla
den	Prep:Art:Sg	de
bharúil	Noun:Fem:Com:Sg:DefArt	barúil
chéanna	Adj:Fem:Com:Sg	céanna
i	Prep:Simp	i
gcéadlaethanta	Noun:Masc:Com:Sg	gcéadlaethanta
na	Art:Gen:Sg:Def:Fem	na
hathbheochana	Noun:Fem:Gen:Sg:DefArt	athbheochan
.	Punct:Fin	.
Bhí	Verb:PastInd:Len	bí
ainm	Noun:Masc:Com:Sg	ainm
an	Art:Sg:Def	an
tsagairt	Noun:Masc:Gen:Sg:DefArt	sagart
in	Prep:Simp	i
airde	Noun:Fem:Com:Sg	airde
mar	Prep:Simp	mar
dhuine	Noun:Masc:Com:Sg:Len	duine
fial	Adj:Masc:Com:Sg	fial
flaithiúlach	Adj:Masc:Com:Sg	flaithiúlach
,	Punct:Int	,
ach	Conj:Subord	ach
chaill	Verb:VTI:PastInd:Len	caill
sé	Pron:Pers:3P:Sg:Masc:Sbj	sé
pé	Pron:Idf	pé
rud	Noun:Masc:Com:Sg	rud
a	Part:Vb:Rel:Direct	a
bhí	Verb:PastInd:Len	bí
aige	Pron:Prep:3P:Sg:Masc	ag
i	Prep:Simp	i
rith	Noun:Masc:Com:Sg:Ecl	rith
an	Art:Sg:Def	an
Ghorta	Noun:Masc:Gen:Sg:DefArt	gorta
Mhór	Adj:Fem:Com:Sg	Mór
ag	Prep:Simp	ag
saothrú	Verbal:Noun:VTI	saothrú
gan	Prep:Simp	gan
sos	Noun:Masc:Com:Sg	sos
dóibh	Pron:Prep:3P:Pl	do
siúd	Pron:Dem	siúd
a	Part:Vb:Rel:Direct	a
bhí	Verb:PastInd:Len	bí
mar	Prep:Simp	mar
chúram	Noun:Masc:Com:Sg:Len	cúram
air	Pron:Prep:3P:Sg:Masc	ar
.	Punct:Fin	.
Féadfaidh	Verb:VTI:FutInd	féad
aon	Det:Qty:Idf	aon
pháirtí	Noun:Masc:Com:Sg:Len	páirtí
ar	Part:Vb:Rel:Indirect:Past	ar
theip	Verb:VI:PastInd:Len	teip
ar	Prep:Simp	ar
a	Det:Poss:3P:Sg:Masc	a
chuid	Noun:Fem:Com:Sg:Len	cuid
aighneachtaí	Noun:Masc:Com:Pl	aighneachta
go	Part:Ad	go
hiomlán	Adj:Base:hPref	iomlán
nó	Conj:Coord	nó
go	Part:Ad	go
páirteach	Adj:Base	páirteach
a	Det:Poss:3P:Sg:Masc	a
leithéid	Noun:Fem:Com:Sg	leithéid
sin	Pron:Dem	sin
d'	Prep:Simp	de
achomharc	Noun:Masc:Com:Sg	achomharc
a	Part:Inf	a
dhéanamh	Verbal:Noun:VTI:Len	déanamh
.	Punct:Fin	.
'	Punct:Quo	'
Caithfidh	Verb:VTI:FutInd	caith
mé	Pron:Pers:1P:Sg	mé
sin	Pron:Dem	sin
a	Part:Inf	a
fhoghlaim	Verbal:Noun:VTI:Len	foghlaim
!	!	!
Criosanna	Noun:Masc:Com:Pl:Idf	crios
a	Part:Vb:Rel:Direct	a
thugtar	Verb:VTI:PresInd:Auto:Len	tabhair
ar	Prep:Simp	ar
na	Art:Pl:Def	na
háiteanna	Noun:Fem:Com:Pl:DefArt	áit
áirithe	Adj:Fem:Com:Pl	áirithe
sin	Det:Dem	sin
.	Punct:Fin	.
Tá	Verb:VI:PresInd	bí
an	Art:Sg:Def	an
leabhar	Noun:Masc:Com:Sg:DefArt	leabhar
léite	Verbal:Adj	léite
agam	Pron:Prep:1P:Sg	ag
.	Punct:Fin	.
'	Punct:Quo	'
Ní	Part:Vb:Neg	ní
bheidh	Verb:FutInd:Neg:Len	bí
mé	Pron:Pers:1P:Sg	mé
in	Prep:Simp:Vow	i
ann	Subst:Noun:Sg	ann
fanacht	Verbal:Noun	fanacht
istigh	Adv:Dir	istigh
leat	Pron:Prep:2P:Sg	le
anocht	Adv:Temp	anocht
,	Punct:Int	,
Tá	Verb:PresInd	bí
cabhair	Noun:Fem:Com:Sg	cabhair
ag	Prep:Simp	ag
teastáil	Verbal:Noun:VI	teastáil
ó	Prep:Simp	ó
Liam	Prop:Noun:Masc:Com:Sg	Liam
,	Punct:Int	,
an	Art:Sg:Def	an
fear	Noun:Masc:Com:Sg:DefArt	fear
bocht	Adj:Masc:Com:Sg	bocht
.	Punct:Fin	.
Tá	Verb:PresInd	bí
an	Art:Sg:Def	an
chothromaíocht	Noun:Fem:Com:Sg:DefArt	cothromaíocht
mar	Prep:Simp	mar
bhunchloch	Noun:Fem:Com:Sg:Len	bunchloch
ag	Prep:Simp	ag
an	Art:Sg:Def	an
togra	Noun:Masc:Com:Sg	togradh
,	Punct:Int	,
ón	Prep:Art:Sg	ó
tús	Noun:Masc:Com:Sg:DefArt	tús
.	Punct:Fin	.
FINBARR	Noun:Masc:Com:Sg	finbarr
:	Punct:Int	:
Beidh	Verb:FutInd	bí
an-weekend	Foreign	an-weekend
againn	Pron:Prep:1P:Pl	ag
!	!	!
Braitheann	Verb:VTI:PresInd	braith
neart	Noun:Masc:Com:Sg	neart
an	Art:Sg:Def	an
ailt	Noun:Masc:Gen:Sg	alt
,	Punct:Int	,
cuid	Noun:Fem:Com:Sg	cuid
mhór	Adj:Fem:Com:Sg	mór
,	Punct:Int	,
ar	Prep:Simp	ar
ghuaillí	Noun:Fem:Com:Pl:Len	gualainn
maithe	Noun:Fem:Com:Pl	maith
cruinne	Adj:Fem:Com:Pl	cruinn
a	Part:Inf	a
bheith	Verbal:Noun:Len	bheith
air	Pron:Prep:3P:Sg:Masc	ar
.	Punct:Fin	.
Luasc	Verb:VTI:PastInd:Len	luasc
siad	Pron:Pers:3P:Pl:Sbj	siad
leaba	Noun:Fem:Com:Sg	leaba
an	Art:Sg:Def	an
fheirmeora	Noun:Masc:Gen:Sg:DefArt	feirmeoir
go	Part:Ad	go
ciúin	Adj:Base	ciúin
séimh	Adj:Base	séimh
i	Prep:Simp	i
dtús	Noun:Masc:Com:Sg:Ecl	tús
báire	Noun:Masc:Gen:Sg	báire
(	Punct	(
bata	Noun:Masc:Com:Sg	bata
rithime	Noun:Fem:Gen:Sg	rithim
a	Part:Inf	a
bhualadh	Verbal:Noun:VTI:Len	bualadh
go	Part:Ad	go
séimh	Adj:Base	séimh
/	Punct	/
cosa	Noun:Fem:Com:Pl	cos
a	Part:Inf	a
bhualadh	Verbal:Noun:VTI:Len	bualadh
ar	Prep:Simp	ar
an	Art:Sg:Def	an
urlár	Noun:Masc:Com:Sg	urlár
)	Punct	)
.	Punct:Fin	.
'	Punct:Quo	'
Anonn	Adv:Dir	anonn
leis	Pron:Prep:3P:Sg:Masc	le
de	Prep:Simp	de
chéim	Noun:Fem:Com:Sg:Len	céim
mhall	Adj:Fem:Com:Sg	mall
go	Part:Vb:Subj	go
dtí	Verb:VI:PresSubj:Ecl	tar
an	Art:Sg:Def	an
bord	Noun:Masc:Com:Sg:Def	bord
gur	Part:Vb:Past	gur
thosaigh	Verb:VTI:PastInd:Len	tosaigh
a	Prep:Simp	a
chaint	Verbal:Noun:NStem:Len	caint
,	Punct:Int	,
agus	Conj:Coord	agus
an	Art:Sg:Def	an
uile	Det:Qty:Idf	uile
fhocal	Noun:Masc:Com:Sg:Len	focal
uaidh	Pron:Prep:3P:Sg:Masc	ó
ag	Prep:Simp	ag
fuaimniú	Verbal:Noun	fuaimniú
go	Part:Ad	go
glé	Adj:Base	glé
ar	Prep:Simp	ar
an	Art:Sg:Def	an
aer	Noun:Masc:Gen:Sg	aer
.	Punct:Fin	.
Síneann	Verb:VTI:PresInd	sín
Gleann	Noun:Masc:Com:Sg	gleann
Wallace	Prop:Noun:Masc:Com:Sg	Wallace
soir	Adv:Dir	soir
uaidh	Pron:Prep:3P:Sg:Masc	ó
agus	Conj:Coord	agus
is	Cop:Pres	is
ann	Pron:Prep:3P:Sg:Masc	i
a	Part:Vb:Rel:Direct	a
bhí	Verb:PastInd:Len	bí
cónaí	Noun:Masc:Com:Sg	cónaí
ar	Prep:Simp	ar
Cholm	Prop:Noun:Masc:Com:Sg:Len	Colm
de	Part:Pat	de
Bhailís	Noun:Fem:Com:Sg	bhailís
.	Punct:Fin	.
Chomh	Adv:Its	chomh
maith	Adj:Base	maith
leis	Prep:Simp	le
na	Art:Pl:Def	na
comórtais	Noun:Masc:Com:Pl:DefArt	comórtas
sa	Prep:Art:Sg	i
lúthchleasaíocht	Noun:Fem:Com:Sg:DefArt	lúthchleasaíocht
,	Punct:Int	,
imríodh	Verb:VTI:PastInd:Auto	imir
cluiche	Noun:Masc:Com:Sg	cluiche
peile	Noun:Fem:Gen:Sg	peil
leis	Pron:Prep:3P:Sg:Masc	le
.	Punct:Fin	.
Lena	Prep:Poss:3P:Pl	le
linn	Noun:Fem:Com:Sg	linn
sin	Pron:Dem	sin
tá	Verb:PresInd	bí
líon	Noun:Masc:Com:Sg	líon
na	Art:Pl:Def	na
ndaoine	Noun:Masc:Com:Pl:Ecl	duine
dífhostaithe	Verbal:Adj	fostaithe
ag	Prep:Simp	ag
dul	Verbal:Noun	dul
i	Prep:Simp	i
méid	Noun:Masc:Gen:Sg	méid
i	Prep:Simp	i
rith	Noun:Masc:Com:Sg:Ecl	rith
an	Art:Sg:Def	an
ama	Noun:Masc:Gen:Sg:DefArt	am
(	Punct	(
cionn	Noun:Fem:Dat:Sg	ceann
is	Conj:Subord	agus
nach	Part:Vb:Neg:Cmpl	nach
bhfuil	Verb:PresInd:Dep:NegQ:Ecl	bí
sé	Pron:Pers:3P:Sg:Masc:Sbj	sé
de	Prep:Simp	de
bhéasa	Noun:Masc:Com:Pl:Len	béas
ag	Prep:Simp	ag
daoine	Noun:Masc:Com:Pl	duine
a	Det:Poss:3P:Sg:Masc	a
thuilleadh	Noun:Masc:Com:Sg:Len	tuilleadh
dul	Verbal:Noun	dul
ar	Prep:Simp	ar
an	Art:Sg:Def	an
imirce	Noun:Fem:Com:Sg:DefArt	imirce
mar	Prep:Simp	mar
a	Part:Vb:Rel:Direct	a
rinne	Verb:VTI:PastInd	déan
a	Det:Poss:3P:Pl	a
muintir	Noun:Fem:Com:Sg	muintir
rompu	Pron:Prep:3P:Pl	roimh
,	Punct:Int	,
a	Part:Vb:Rel:Direct	a
shílfeá	Verb:VTI:Cond:2P:Sg:Len	síl
ó	Prep:Simp	ó
bheith	Verbal:Noun:Len	bheith
ag	Prep:Simp	ag
éisteacht	Verbal:Noun	éisteacht
le	Prep:Simp	le
daoine	Noun:Masc:Com:Pl	duine
áirithe	Adj:Base	áirithe
)	Punct	)
.	Punct:Fin	.
B'	Cop:Past:VF	is
in	Prep:Simp	i
é	Pron:Pers:3P:Sg:Masc	é
an	Art:Sg:Def	an
uair	Noun:Fem:Com:Sg:DefArt	uair
a	Part:Vb:Rel:Direct	a
baineadh	Verb:VTI:PastInd:Auto	bain
an	Art:Sg:Def	an
gheit	Noun:Fem:Com:Sg:DefArt	geit
as	Prep:Simp	as
Pádhraic	Prop:Noun:Masc:Com:Sg	Pádhraic
.	Punct:Fin	.
Is	Cop:Pres	is
i	Prep:Simp	i
Roinn	Noun:Fem:Com:Sg	roinn
a	Part:Nm	a
2	Num:Dig	2
na	Art:Gen:Sg:Def:Fem	na
Sraithe	Noun:Fem:Gen:Sg:DefArt	sraith
a	Part:Vb:Rel:Direct	a
bhí	Verb:PastInd:Len	bí
Ciarraí	Noun:Masc:Com:Sg	ciarraí
agus	Conj:Coord	agus
bhuaigh	Verb:VTI:PastInd:Len	buaigh
siad	Pron:Pers:3P:Pl:Sbj	siad
an	Art:Sg:Def	an
Chraobh	Noun:Fem:Com:Sg:DefArt	craobh
gan	Prep:Simp	gan
mórán	Noun:Masc:Com:Sg	mórán
stró	Noun:Masc:Gen:Sg	stró
,	Punct:Int	,
fé	Prep:Simp	faoi
mar	Conj:Subord	mar
a	Part:Vb:Rel:Direct	a
bheifeá	Verb:Cond:2P:Sg:Len	bí
ag	Prep:Simp	ag
súil	Verbal:Noun	súil
.	Punct:Fin	.
B'	Cop:Past:VF	is
fhearr	Adj:Comp	maith
iadsan	Pron:Pers:3P:Pl:Emph	iad
a	Part:Inf	a
sheachaint	Verbal:Noun:VTI:Len	seachaint
fosta	Adv:Gn	fosta
.	Punct:Fin	.
Amach	Adv:Dir	amach
liom	Pron:Prep:1P:Sg	le
arís	Adv:Gn	arís
go	Prep:Simp	go
siopa	Noun:Masc:Com:Sg	siopa
mór	Adj:Masc:Com:Sg	mór
Revington's	Prop:Noun:Masc:Com:Sg	Revington's
agus	Conj:Subord	agus
ar	Prep:Simp	ar
ámharaí	Noun:Fem:Com:Sg	ámharaí
an	Art:Sg:Def	an
tsaoil	Noun:Masc:Gen:Sg:DefArt	saol
bhí	Verb:PastInd:Len	bí
ceant	Noun:Masc:Com:Sg	ceant
ar	Prep:Simp	ar
siúl	Verbal:Noun:VTI	siúl
ann	Pron:Prep:3P:Sg:Masc	i
.	Punct:Fin	.
'	Punct:Quo	'
Tá	Verb:PresInd	bí
eagla	Noun:Fem:Com:Sg	eagla
orm	Pron:Prep:1P:Sg	ar
,	Punct:Int	,
a	Part:Voc	a
fheara	Noun:Masc:Voc:Pl:Len	fear
,	Punct:Int	,
'	Punct:Quo	'
arsa	Verb:PastInd	arsa
Fionn	Prop:Noun:Masc:Com:Sg	Fionn
,	Punct:Int	,
'	Punct:Quo	'
go	Part:Vb:Cmpl	go
mbeidh	Verb:FutInd:Ecl	bí
an	Art:Sg:Def	an
ceo	Noun:Masc:Com:Sg:DefArt	ceo
so	CM:Det:Dem	seo
an-dhorcha	Adj:Base	an-dhorcha
.	Punct:Fin	.
Cén	Pron:Q:Art:Sg	cé
fáth	Noun:Masc:Com:Sg:DefArt	fáth
?	?	?
Ach	Conj:Subord	ach
ní	Part:Vb:Neg	ní
rabhthas	Verb:PastInd:Auto:Dep:Neg:Len	bí
ullamh	Adj:Base	ullamh
don	Prep:Art:Sg	do
tromaíocht	Noun:Fem:Com:Sg	tromaíocht
a	Part:Vb:Rel:Direct	a
rinneadh	Verb:VTI:PastInd:Auto	déan
ar	Prep:Simp	ar
fud	Subst:Noun:Sg	fud
na	Art:Gen:Sg:Def:Fem	na
cruinne	Noun:Fem:Gen:Sg:DefArt	cruinne
agus	Conj:Coord	agus
is	Cop:Pres	is
cosúil	Adj:Base	cosúil
go	Part:Vb:Cmpl	go
bhfuil	Verb:PresInd:Dep:Ecl	bí
an	Art:Sg:Def	an
réasúnú	Verbal:Noun	réasúnú
a	Part:Vb:Rel:Direct	a
spreag	Verb:VT:PastInd:Len	spreag
an	Art:Sg:Def	an
cinneadh	Noun:Masc:Com:Sg:DefArt	cinneadh
a	Art:Sg:Def	an
chéaduair	Noun:Subst	céaduair
i	Prep:Simp	i
gceannas	Noun:Masc:Com:Sg:Ecl	ceannas
fós	Adv:Gn	fós
:	Punct:Int	:
gur	Cop:Pres:Dep	is
gá	Noun:Masc:Com:Sg	gá
córas	Noun:Masc:Com:Sg	córas
ceart	Adj:Masc:Com:Sg	ceart
cosanta	Noun:Fem:Gen:Sg	cosanta
a	Part:Inf	a
chur	Verbal:Noun:VTI:Len	cur
ar	Prep:Simp	ar
fáil	Verbal:Noun	fáil
don	Prep:Art:Sg	do
'	Punct:Quo	'
Eoraip	Prop:Noun:Fem:Com:Sg	Eoraip
'	Punct:Quo	'
agus	Conj:Coord	agus
gur	Cop:Pres:Dep	is
fearr	Adj:Comp	maith
don	Prep:Art:Sg	do
Fhrainc	Prop:Noun:Fem:Com:Sg:DefArt	Frainc
a	Part:Inf	a
bheith	Verbal:Noun:Len	bheith
ar	Prep:Simp	ar
thús	Noun:Masc:Com:Sg:Len	tús
cadhnaíochta	Noun:Fem:Gen:Sg	cadhnaíocht
trí	Prep:Simp	trí
na	Art:Pl:Def	na
tástálacha	Noun:Masc:Com:Pl	tástál
núicléacha	Adj:Gen:Strong:Pl	núicléach
a	Part:Inf	a
chur	Verbal:Noun:VTI:Len	cur
sa	Prep:Art:Sg	i
siúl	Noun:Masc:Com:Sg:DefArt	siúl
athuair	Subst:Noun:Sg	athuair
.	Punct:Fin	.
Nuair	Conj:Subord	nuair
atá	Verb:PresInd:Rel	bí
an	Art:Sg:Def	an
fhoinse	Noun:Fem:Com:Sg:DefArt	foinse
faoi	Prep:Simp	faoi
ghluaiseacht	Verbal:Noun:VTI:Len	gluaiseacht
amach	Adv:Dir	amach
ón	Prep:Art:Sg	ó
mbrathadóir	Noun:Masc:Com:Sg:Ecl	brathadóir
,	Punct:Int	,
laghdaíonn	Verb:VTI:PresInd	laghdaigh
airde	Noun:Fem:Com:Sg	airde
an	Art:Sg:Def	an
nóta	Noun:Masc:Gen:Sg:DefArt	nóta
fuaime	Noun:Fem:Gen:Sg	fuaim
agus	Conj:Coord	agus
tagann	Verb:VI:PresInd	tar
dath	Noun:Masc:Com:Sg	dath
an	Art:Sg:Def	an
tsolais	Noun:Masc:Gen:Sg:DefArt	solas
le	Prep:Simp	le
bheith	Verbal:Noun:Len	bheith
níos	Subst:Noun:Sg:Part:Comp	níos
deirge	Adj:Comp	deirge
(	Punct	(
an	Art:Sg:Def	an
deargaistriú	Noun:Masc:Com:Sg	deargaistriú
)	Punct	)
.	Punct:Fin	.
'	Punct:Quo	'
Cad	Pron:Q	cad
é	Pron:Pers:3P:Sg:Masc	é
sin	Pron:Dem	sin
?	?	?
Bhíodh	Verb:PastImp:Len	bí
sí	Pron:Pers:3P:Sg:Fem:Sbj	sí
dá	Prep:Poss:3P:Sg:Masc	do
shamhlú	Verbal:Noun	shamhlú
dó	Pron:Prep:3P:Sg:Masc	do
gach	Det:Qty:Def	gach
áit	Noun:Fem:Com:Sg	áit
-	Punct:Bar	-
an	Art:Sg:Def	an
seibineach	Noun:Fem:Com:Sg	seibineach
de	Prep:Simp	de
ghiorria	Noun:Masc:Com:Sg:Len	giorria
a	Part:Vb:Rel:Direct	a
d'	Part:Vb	do
éiríodh	Verb:VI:PastInd:Auto	éirigh
as	Prep:Simp	as
a	Det:Poss:3P:Sg:Masc	a
leaba	Noun:Fem:Com:Sg	leaba
dhearg	Adj:Fem:Com:Sg	dearg
-	Punct:Bar	-
an	Art:Sg:Def	an
t-éan	Noun:Masc:Com:Sg:DefArt	éan
ag	Prep:Simp	ag
ceiliúr	Noun:Masc:Com:Sg	ceiliúr
ar	Prep:Simp	ar
an	Art:Sg:Def	an
gcraobh	Noun:Fem:Com:Sg:Ecl	craobh
-	Punct:Bar	-
an	Art:Sg:Def	an
bradán	Noun:Masc:Com:Sg:DefArt	bradán
san	Prep:Art:Sg	i
abhainn	Noun:Fem:Com:Sg	abhainn
,	Punct:Int	,
an	Art:Sg:Def	an
breac	Noun:Masc:Com:Sg	breac
sa	Prep:Art:Sg	i
loch	Noun:Masc:Com:Sg	loch
-	Punct:Bar	-
gach	Det:Qty:Def	gach
rud	Noun:Masc:Com:Sg	rud
beo	Adj:Base	beo
dearfa	Adj:Base	dearfa
ba	Cop:Past:Rel	is
ar	Prep:Simp	ar
Mháirín	Prop:Noun:Fem:Com:Sg:Len	Máirín
a	Part:Vb:Rel:Direct	a
smaoiníodh	Verb:VTI:PastInd:Auto	smaoinigh
sé	Pron:Pers:3P:Sg:Masc:Sbj	sé
nuair	Conj:Subord	nuair
a	Part:Vb:Rel:Direct	a
d'	Part:Vb	do
fheicfeadh	Verb:VTI:Cond:Len	feic
sé	Pron:Pers:3P:Sg:Masc:Sbj	sé
iad	Pron:Pers:3P:Pl	iad
.	Punct:Fin	.
Athmhuintearas	Noun:Masc:Com:Sg	athmhuintearas
an	Art:Sg:Def	an
aidhm	Noun:Fem:Com:Sg:DefArt	aidhm
.	Punct:Fin	.
D'	Part:Vb	do
iúntaigh	Noun:Fem:Com:Sg	iúntaigh
Pinocchio	Prop:Noun:Masc:Com:Sg	Pinocchio
agus	Conj:Coord	agus
d'	Part:Vb	do
fhéach	Verb:VTI:PastInd:Len	féach
sé	Pron:Pers:3P:Sg:Masc:Sbj	sé
air	Pron:Prep:3P:Sg:Masc	ar
.	Punct:Fin	.
Tá	Verb:PresInd	bí
siad	Pron:Pers:3P:Pl:Sbj	siad
sásta	Adj:Base	sásta
,	Punct:Int	,
is	Cop:Pres:Rel	is
cosúil	Adj:Base	cosúil
,	Punct:Int	,
ligean	Verbal:Noun	ligean
do	Prep:Simp	do
na	Art:Pl:Def	na
paráideanna	Noun:Fem:Com:Pl	paráid
a	Part:Inf	a
dhul	Verbal:Noun:VTI:Len	dul
ar	Prep:Simp	ar
aghaidh	Noun:Fem:Com:Sg	aghaidh
sna	Prep:Art:Pl	i
háiteacha	Noun:Fem:Com:Pl	háit
sin	Det:Dem	sin
,	Punct:Int	,
ar	Prep:Simp	ar
choinníollacha	Noun:Masc:Com:Pl:Len	coinníoll
ar	Prep:Simp	ar
leith	Noun:Fem:Com:Sg	leith
,	Punct:Int	,
fad	Noun:Masc:Com:Sg	fad
is	Conj:Coord	agus
go	Part:Vb:Cmpl	go
dtéann	Verb:VTI:PresInd:Ecl	téigh
an	Art:Sg:Def	an
lucht	Noun:Masc:Com:Sg	lucht
eagraithe	Verbal:Noun:Gen	eagraithe
i	Prep:Simp	i
gcomhairle	Noun:Fem:Com:Sg:Ecl	comhairle
leosan	Pron:Prep:3P:Pl:Emph	le
i	Prep:Simp	i
dtosach	Noun:Masc:Com:Sg:Ecl	tosach
.	Punct:Fin	.
Mícheál	Prop:Noun:Masc:Com:Sg	Mícheál
go	Part:Vb:Cmpl	go
raibh	Verb:PastInd:Dep:Ecl	bí
sé	Pron:Pers:3P:Sg:Masc:Sbj	sé
á	Prep:Poss:3P:Pl:Obj	do
cheapadh	Verbal:Noun:VTI:Len	ceapadh
ina	Prep:Poss:3P:Sg:Masc	i
phríomhoide	Noun:Masc:Com:Sg:Len	príomhoide
i	Prep:Simp	i
mBunscoil	Noun:Fem:Com:Sg:Ecl	bunscoil
na	Art:Pl:Def	na
mBráithre	Noun:Masc:Gen:Strong:Pl:DefArt	bráthair
sa	Prep:Art:Sg	i
Daingean	Prop:Noun:Masc:Com:Sg	Daingean
.	Punct:Fin	.
Is	Cop:Pres	is
beag	Adj:Base	beag
nár	Part:Vb:Neg:Cmpl:Past	nár
thit	Verb:VI:PastInd:Neg:Len	tit
an	Art:Sg:Def	an
píosa	Noun:Masc:Com:Sg:DefArt	píosa
dealbhóireachta	Noun:Fem:Gen:Sg	dealbhóireacht
uathu	Pron:Prep:3P:Pl	ó
,	Punct:Int	,
bhíodar	Verb:VI:PastInd:3P:Pl:Len	bí
sna	Prep:Art:Pl	i
trithí	Noun:Masc:Com:Pl	tritheamh
chomh	Adv:Its	chomh
mór	Adj:Base	mór
sin	Det:Dem	sin
.	Punct:Fin	.
Bhí	Verb:PastInd:Len	bí
a	Part:Vb:Rel:Pro	a
raibh	Verb:PastInd:Dep:Neg:Len	bí
uathu	Pron:Prep:3P:Pl	ó
sa	Prep:Art:Sg	i
chiseán	Noun:Masc:Com:Sg:Len	ciseán
acu	Pron:Prep:3P:Pl	ag
:	Punct:Int	:
buidéal	Noun:Masc:Com:Sg	buidéal
mór	Adj:Masc:Com:Sg	mór
bainne	Noun:Masc:Gen:Sg	bainne
,	Punct:Int	,
ceapairí	Noun:Masc:Com:Pl	ceapaire
deasa	Adj:Com:NotSlen:Pl	deas
,	Punct:Int	,
brioscaí	Noun:Masc:Com:Pl	briosca
agus	Conj:Coord	agus
milseáin	Noun:Masc:Com:Pl	milseán
.	Punct:Fin	.
2	Num:Dig	2
Faigh	Verb:VT:Imper:2P:Sg	faigh
tuilleadh	Noun:Masc:Com:Sg	tuilleadh
eolais	Noun:Masc:Gen:Sg	eolas
faoin	Prep:Art:Sg	faoi
taisteal	Noun:Masc:Com:Sg	taisteal
a	Part:Vb:Rel:Direct	a
rinne	Verb:VTI:PastInd	déan
Naomh	Prop:Noun:Masc:Com:Sg	naomh
Pádraig	Prop:Noun:Masc:Com:Sg	Pádraig
in	Prep:Simp	i
Éirinn	Prop:Noun:Fem:Dat:Sg	Éire
.	Punct:Fin	.
Bíonn	Verb:PresImp	bí
teangmháil	Noun:Fem:Com:Sg	teangmháil
ar	Prep:Simp	ar
leith	Noun:Fem:Com:Sg	leith
ag	Prep:Simp	ag
go	Part:Ad	go
leor	Adj:Base	leor
carachtar	Noun:Masc:Gen:Pl	carachtar
sna	Prep:Art:Pl	i
gearrscéalta	Noun:Masc:Com:Pl	gearrscéal
leis	Prep:Simp	le
an	Art:Sg:Def	an
aimsir	Noun:Fem:Com:Sg:DefArt	aimsir
chaite	Adj:Base:Len	caite
,	Punct:Int	,
a	Part:Vb:Rel:Direct	a
fhágann	Verb:VTI:PresInd:Len	fág
gur	Cop:Pres:Dep	is
deacair	Adj:Base	deacair
scaradh	Verbal:Noun:VTI	scaradh
scun	Subst:Noun:Sg	scun
scan	Subst:Noun:Sg	scan
lenar	Prep:Rel	le
tharla	Verb:VTI:PastInd:Len	tarlaigh
fadó	Adv:Gn	fadó
,	Punct:Int	,
in	Prep:Simp	i
ainneoin	Subst:Noun:Sg	ainneoin
do	Det:Poss:2P:Sg	do
dhíchill	Noun:Masc:Com:Pl:Len	dícheall
.	Punct:Fin	.
2138/92	Num:Dig	2138/92
ón	Prep:Art:Sg	ó
gComhairle	Noun:Fem:Com:Sg:Ecl	comhairle
an	Art:Sg:Def	an
23	Num:Dig	23
